<<<<<<< HEAD
label,message
ham,Yeah confirmed for you staying at  that weekend
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
ham,Id onluy matters when getting on from offcampus
spam,iPhone 14 for 10000 Rs only! Limited stock at bet365.in
spam,Personal loan - get 5000 Rs in 24 hours. WhatsApp +447310399942
ham,I might go 2 sch. Yar at e salon now v boring.
ham,What is the plural of the noun research?
spam,Online email reading - earn 5 crore weekly! Join at winner.com
spam,Your Passport will be suspended! Verify at lottery.in
spam,iPhone 14 for 1 lakh only! Limited stock at betking.com
ham,Yes there were many sweets
ham,Can you open the door?
ham,Die... Now i have e toot fringe again...
ham,Dude just saw a parked car with its sunroof popped up. Sux
spam,ad posting jobs - earn 10000 Rs per day! Register at verify.in
spam,Shoes sale - 90% discount! Order at update.com
ham,I will come tomorrow di
ham,S.i think he is waste for rr..
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
spam,CONGRATULATIONS! You won 1 lakh in Reliance lottery! Call +918765432109
spam,You are selected for 25 lakh prize! WhatsApp +447310399942
ham,Would me smoking you out help us work through this difficult time
spam,HDFC: Your account is locked. Update KYC at prize.in
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
spam,ICICI Alert: Suspicious activity. Click lottery.in to secure account
spam,Join WhatsApp group for daily income 50 lakh! Message +918765432109
ham,Did u receive my msg?
ham,Do you like shaking your booty on the dance floor?
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
spam,Online typing - earn 1 crore weekly! Join at verify.in
ham,"Haha yeah I see that now, be there in a sec"
spam,Online captcha solving - earn 1 crore weekly! Join at betking.com
ham,Sir send to group mail check it.
spam,BSNL lottery winner! Prize: 50000 Rs. Contact +918899776655
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
spam,survey jobs - earn 5 crore per day! Register at bet365.in
spam,iPhone 14 for 1 lakh! Limited time at bet365.in
spam,Business loan at 8% interest! Apply at winner.com
ham,I did. One slice and one breadstick. Lol
spam,Join WhatsApp group for daily income 10000 Rs! Message +919876543210
spam,PayTM verification required! Update at kyc.in within 48 hours
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,Yup bathe liao...
spam,Perfume for 1 lakh! Limited time at claim.com
spam,email reading jobs - earn 1 crore per day! Register at winner.com
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?
ham,Ok...
spam,Driving license verification required! Update at claim.com within 48 hours
ham,Okie but i scared u say i fat... Then u dun wan me already...
ham,Ü only send me the contents page...
ham,U wan 2 haf lunch i'm in da canteen now.
ham,I remain unconvinced that this isn't an elaborate test of my willpower
spam,Online form filling - earn 5 lakh weekly! Join at betking.com
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
spam,ICICI: Your account is locked. Update KYC at update.com
spam,PayTM refund of 50000 Rs pending! Claim at update.com
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
ham,"Sir, Waiting for your mail."
ham,Can we postpone until at 5pm?
spam,PAN card refund of 2 crore pending! Claim at winner.com
spam,Your PayTM is blocked! Update at update.com immediately
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
spam,Personal loan - get 50 lakh in 24 hours. WhatsApp +919988776655
spam,Lucky draw winner! You won 50000 Rs! Verify at verify.in
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
ham,You call him and tell now infront of them. Call him now.
spam,Axis: Your debit card will expire. Renew at lottery.in
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  
ham,Quite lor. But dun tell him wait he get complacent...
spam,Your Voter ID is blocked! Update at prize.in immediately
spam,iPhone 14 sale - 50% discount! Order at secure.com
spam,Lucky draw winner! You won 25 lakh! Verify at secure.com
ham,Thanks for the details
spam,Win 5000 Rs in tennis betting! Play now at bet365.in
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
spam,Your PAN card is blocked! Update at bet365.in immediately
spam,AirPods for 25 lakh only! Limited stock at claim.com
ham,Where @
ham,K.k..how is your sister kids?
ham,So u gonna get deus ex?
spam,SBI Alert: Unusual transaction. Verify at claim.com
ham,Reckon need to be in town by eightish to walk from * carpark.
ham,I see a cup of coffee animation
spam,"iPhone 14 at 50% off! Hurry, buy at kyc.in"
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing
ham,"Why is that, princess? I bet the brothas are all chasing you!"
spam,SBI Alert: Suspicious activity detected. Click here to secure account immediately
spam,CONGRATULATIONS! You won 10 crore in National lottery! Call +918899776655
spam,Anti-aging cream - look 20 years younger! Buy at anti-aging.in
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,Aight well keep me informed
spam,Lucky draw winner! You won 25 lakh! Verify at bet365.in
ham,"sorry brah, just finished the last of my exams, what up"
spam,Laptop for 10000 Rs! Limited time at prize.in
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,I think just yourself …Thanks and see you tomo
spam,URGENT: basketball betting bonus 1 lakh! Claim at kyc.in
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
spam,You are selected for 1 lakh prize! WhatsApp +918765432109
spam,Watch at 70% discount! Buy now at kyc.in
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,What's nannys address?
ham,Its too late:)but its k.wish you the same.
spam,Win 10000 Rs in horse racing betting! Play now at prize.in
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
spam,CONGRATULATIONS! You won 50000 Rs in National lottery! Call +447890123456
ham,Small problem in auction:)punj now asking tiwary
ham,Have you not finished work yet or something?
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
ham,Hey! There's veggie pizza... :/
spam,Vi account suspended! Activate at vi-activate.in immediately
spam,Jio lottery winner! Prize: 50 lakh. Contact +919123456789
spam,Place bets on football! Minimum deposit 1 crore. WhatsApp +918765432109
ham,Do you want bold 2 or bb torch
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
spam,Samsung Galaxy at 90% discount! Buy now at lottery.in
ham,It's ok lar. U sleep early too... Nite...
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
spam,You are selected for 10 crore prize! WhatsApp +919988776655
spam,URGENT: basketball betting bonus 50 lakh! Claim at lottery.in
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
spam,Watch for 2 crore only! Limited stock at winner.com
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
ham,Hey tmr maybe can meet you at yck
spam,Laptop for 10 lakh! Limited time at kyc.in
ham,"Yes but i dont care! I need you bad, princess!"
spam,Work from home - earn 1 lakh per month! WhatsApp +447890123456
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
spam,"iPhone 14 at 50% off! Hurry, buy at kyc.in"
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,Wat happened to the cruise thing
ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
spam,Online data entry - earn 50 lakh weekly! Join at lottery.in
ham,Headin towards busetop
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,How come u got nothing to do?
ham,I want to go to perumbavoor
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,S'fine. Anytime. All the best with it.
ham,In which place do you want da.
spam,"Smart TV at 60% off! Hurry, buy at lottery.in"
spam,Kotak: Your credit card will expire. Renew at verify.in
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
spam,Flipkart verification required! Update at bet365.in within 48 hours
ham,Is that on the telly? No its Brdget Jones!
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
spam,Perfume sale - 50% discount! Order at betking.com
ham,Please ask mummy to call father
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
spam,URGENT: kabaddi betting bonus 2 crore! Claim at lottery.in
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
spam,Bet on basketball and win 50 lakh! Register at prize.in
ham,What's a feathery bowa? Is that something guys have that I don't know about?
spam,Join WhatsApp group for daily income 1 crore! Message +919988776655
ham,"As in missionary hook up, doggy hook up, standing...|"
spam,ICICI: Your credit card will expire. Renew at bet365.in
ham,Siva is in hostel aha:-.
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
ham,Ok i msg u b4 i leave my house.
ham,And I don't plan on staying the night but I prolly won't be back til late
spam,PNB Alert: Unusual transaction. Verify at update.com
spam,Part time survey - earn 50 lakh monthly! Apply at verify.in
ham,No chikku nt yet.. Ya i'm free
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
spam,WhatsApp +919876543210 to claim your prize of 50 lakh!
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,Are you up for the challenge? I know i am :)
spam,Add me on WhatsApp +918765432109 to receive your lottery prize
ham,That's y u haf 2 keep me busy...
spam,Instant loan - get 50000 Rs in 1 hour! Apply at betking.com
spam,100 dating service cal;l 09064012103 box334sk38ch
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
spam,Smart TV for 5 crore only! Limited stock at kyc.in
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
spam,iPhone 14 at 80% discount! Buy now at secure.com
ham,"Looks like you found something to do other than smoke, great job!"
spam,Your Google Pay is blocked! Update at bet365.in immediately
ham,"I'm on my way, will reach soon"
ham,Hi where you. You in home or calicut?
spam,tennis betting - get 200% bonus! Join verify.in
spam,CONGRATULATIONS! You won 10 lakh in Vi lottery! Call +918899776655
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
spam,You are selected for 10 crore prize! WhatsApp +447890123456
ham,Thanks for the files
ham,I'll call you today
ham,Also track down any lighters you can find
ham,I'm looking forward to presentation
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
ham,Please dont say like that. Hi hi hi
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
spam,URGENT: basketball betting bonus 10 crore! Claim at betking.com
spam,email reading jobs - earn 25 lakh per day! Register at prize.in
ham,I.ll post her out l8r. In class
ham,Got meh... When?
spam,Watch at 70% discount! Buy now at kyc.in
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
ham,"Doing nothing, then u not having dinner w us?"
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham,At the funeral home with Audrey and dad
ham,DO U WANT 2 MEET UP 2MORRO
spam,form filling jobs - earn 10 crore daily! Join at secure.com
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,Of course
ham,Eh den sat u book e kb liao huh...
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,Cheers for the card ... Is it that time of year already?
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
spam,Your Flipkart will be suspended! Verify at prize.in
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
spam,Your Amazon will be suspended! Verify at prize.in
spam,Add me on WhatsApp +919123456789 to receive your lottery prize
ham,I'm done...
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
ham,What happened in interview?
ham,Yup having my lunch buffet now.. U eat already?
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,Thank you princess! You are so sexy...
spam,Your PayTM will be suspended! Verify at update.com
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,"I am real, baby! I want to bring out your inner tigress..."
spam,Bet on cricket and win 5 lakh! Register at lottery.in
spam,Roulette online - win up to 10 crore! Play now at rouletteindia.com
ham,Thought praps you meant another one. Goodo! I'll look tomorrow 
spam,Your number won 50 lakh! Claim at verify.in
spam,Instant loan - get 1 crore in 1 hour! Apply at betking.com
ham,Ü go home liao? Ask dad to pick me up at 6...
spam,Laptop at 80% discount! Buy now at bet365.in
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,Tell them no need to investigate about me anywhere.
ham,No plm i will come da. On the way.
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,But am going to college pa. What to do. are else ill come there it self. Pa.
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,WhatsApp +919123456789 to claim your prize of 10 lakh!
spam,Work from home - earn 10 lakh monthly! Register at winner.com
ham,I'll be available today
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,"Ya ok, then had dinner?"
spam,Place bets on horse racing! Minimum deposit 5 lakh. WhatsApp +919988776655
spam,Axis: Your debit card will expire. Renew at betking.com
ham,R ü comin back for dinner?
spam,captcha solving jobs - earn 10 crore per day! Register at update.com
spam,Gold loan at 5% interest! Apply at lottery.in
ham,Can we meet tomorrow at 5pm?
ham,Compliments to you. Was away from the system. How your side.
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,Oh ok wait 4 me there... My lect havent finish
spam,Place bets on kabaddi! Minimum deposit 10 lakh. WhatsApp +918899776655
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
ham,I had it already..sabarish asked me to go..
spam,typing jobs - earn 2 crore daily! Join at winner.com
ham,How is the link going?
ham,From here after The performance award is calculated every two month.not for current one month period..
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
spam,Place bets on horse racing! Minimum deposit 10 lakh. WhatsApp +919988776655
ham,There's no point hangin on to mr not right if he's not makin u happy
spam,PayTM refund of 5 crore pending! Claim at winner.com
spam,Online captcha solving - earn 10 lakh weekly! Join at lottery.in
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,Can you confirm the time?
spam,Laptop for 5000 Rs! Limited time at prize.in
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,It has issues right now. Ill fix for her by tomorrow.
spam,Business loan - get 5 lakh in 24 hours. WhatsApp +447310399942
spam,PayTM KYC pending! Complete at kyc.in to avoid block
ham,Having lunch:)you are not in online?why?
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,Well if I'm that desperate I'll just call armand again
spam,Samsung Galaxy for 10 lakh! Limited time at verify.in
ham,So when you gonna get rimac access 
ham,I'll call you at 5pm
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
spam,Your Google Pay will be suspended! Verify at bet365.in
spam,Gold loan approved! Get 2 crore instantly. Apply at verify.in
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
spam,survey jobs - earn 1 crore per day! Register at kyc.in
spam,WhatsApp +447890123456 to claim your prize of 5 lakh!
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
spam,Pre-approved loan of 5 crore! No documents. Call +447890123456
ham,Shopping? Eh ger i toking abt syd leh...Haha
spam,Part time typing - earn 5 lakh monthly! Apply at betking.com
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,I'm excited about the details
spam,CONGRATULATIONS! You won 50000 Rs in Airtel lottery! Call +919123456789
ham,Were trying to find a Chinese food place around here
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Thinkin about someone is all good. No drugs for that
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …"
spam,WhatsApp +447890123456 to claim your prize of 2 crore!
ham,K.k..how is your sister kids?
spam,MacBook for 10 crore only! Limited stock at update.com
ham,Ok.
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
spam,Samsung Galaxy at 70% discount! Buy now at prize.in
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
ham,I donno if they are scorable
spam,Income tax refund of 15000 Rs pending! Claim at incometax-refund.in
spam,Win 2 crore in football betting! Play now at bet365.in
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,"Sorry, I'll call later In meeting."
ham,Cant think of anyone with * spare room off * top of my head
spam,Online form filling - earn 10000 Rs weekly! Join at lottery.in
spam,URGENT: Your SBI account will be blocked! Verify at bet365.in
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,Not a drop in the tank
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
spam,Win 10 lakh in cricket betting! Play now at update.com
spam,Union Bank: Your debit card will expire. Renew at kyc.in
ham,Ok... Help me ask if she's working tmr a not?
ham,Not able to do anything.
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
spam,Instant loan - get 2 crore in 1 hour! Apply at prize.in
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,"K I'm leaving soon, be there a little after 9"
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
spam,Amazon KYC pending! Complete at update.com to avoid block
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
spam,AirPods for 10 lakh only! Limited stock at betking.com
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham,Stupid auto correct on my phone
ham,"Oh yes, why is it like torture watching england?"
spam,Place bets on football! Minimum deposit 25 lakh. WhatsApp +919876543210
ham,Can you sending?
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
spam,Axis: Your account is locked. Update KYC at verify.in
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
spam,Work from home - earn 1 crore per month! WhatsApp +919876543210
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
spam,Bet on tennis and win 10 lakh! Register at verify.in
ham,Dont let studying stress you out. L8r.
spam,Your Aadhaar will be suspended! Verify at kyc.in
spam,email reading jobs - earn 1 lakh daily! Join at lottery.in
ham,Also maaaan are you missing out
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,Anything lor... U decide...
ham,1's finish meeting call me.
ham,Double eviction this week - Spiral and Michael and good riddance to them!
spam,Samsung Galaxy sale - 60% discount! Order at bet365.in
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
spam,WhatsApp +918899776655 to claim your prize of 10 crore!
spam,CONGRATULATIONS! You won 10 crore in TATA lottery! Call +447310399942
ham,Is it your yahoo boys that bring in the perf? Or legal.
ham,Great! I shoot big loads so get ready!
spam,Union Bank Alert: Suspicious activity. Click secure.com to secure account
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
spam,Axis Alert: Unusual transaction. Verify at kyc.in
ham,Did you sending?
spam,Part time typing - earn 1 lakh monthly! Apply at update.com
spam,Smart TV sale - 70% discount! Order at bet365.in
spam,CONGRATULATIONS! You won 10 crore in Vi lottery! Call +919876543210
spam,Pre-approved loan of 5000 Rs! No documents. Call +919876543210
spam,IPL betting - get 300% bonus! Join kyc.in
spam,Bet on basketball and win 1 crore! Register at claim.com
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
spam,Business loan - get 5000 Rs in 24 hours. WhatsApp +918899776655
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
spam,form filling jobs - earn 10 lakh daily! Join at betking.com
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
spam,Online ad posting - earn 5 crore weekly! Join at betking.com
spam,Win 1 crore in tennis betting! Play now at kyc.in
ham,"Sorry,in meeting I'll call later"
spam,Credit card loan - get 10 lakh in 24 hours. WhatsApp +447890123456
ham,I dont know oh. Hopefully this month.
ham,I'm meeting Darren...
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,I not free today i haf 2 pick my parents up tonite...
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,"Thank you. And by the way, I just lost."
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
ham,How is your information doing?
spam,Union Bank Alert: Unusual transaction. Verify at bet365.in
ham,I can't make it tonight
spam,Win 50000 Rs in basketball betting! Play now at prize.in
ham,Ok c ü then.
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
spam,Part time typing - earn 5000 Rs monthly! Apply at bet365.in
ham,"Alright we're hooked up, where you guys at"
spam,ad posting jobs - earn 10 crore per day! Register at betking.com
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
ham,Nah im goin 2 the wrks with j wot bout u?
spam,"Samsung Galaxy at 90% off! Hurry, buy at lottery.in"
ham,I'll keep you your help
spam,Watch for 1 lakh! Limited time at lottery.in
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,K:)eng rocking in ashes:)
spam,Vehicle loan - get 10 crore in 24 hours. WhatsApp +447310399942
spam,Join WhatsApp group for daily income 5 crore! Message +447890123456
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
spam,Join WhatsApp group for daily income 2 crore! Message +918765432109
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,Ok... U enjoy ur shows...
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
spam,Your Google Pay is blocked! Update at lottery.in immediately
spam,PNB Alert: Suspicious activity. Click claim.com to secure account
spam,Vehicle loan - get 10 lakh in 24 hours. WhatsApp +919876543210
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
spam,Google Pay verification required! Update at bet365.in within 48 hours
ham,I'm on my way to at the office
